구,전용면적_m2,층,건축년도,지하철역_거리_m,방개수,욕실개수,브랜드등급,거래금액_만원
호수구,83.79,2,2002,1833,3,1,1,65600
신도심구,75.36,5,2007,697,3,1,3,99600
신도심구,85.41,21,2023,2041,3,1,1,107700
호수구,75.34,17,2003,1545,3,1,3,81200
강변구,101.03,29,2007,1043,4,2,1,155000
구도심구,82.95,26,2023,763,3,1,1,87400
구도심구,86.31,5,1997,717,3,1,2,69200
중앙구,115.03,22,2001,557,4,2,2,210200
신도심구,100.45,3,2008,870,4,2,2,124900
강변구,102.71,3,2006,92,4,2,2,165800
강변구,58.36,24,2003,1590,3,1,2,81800
신도심구,60.69,12,2017,2064,3,1,1,74900
강변구,85.77,29,2008,85,3,1,3,154600
구도심구,82.89,1,2004,1001,3,1,3,66000
호수구,84.7,15,2008,1508,3,1,2,90800
구도심구,84.94,9,2021,651,3,1,1,76500
강변구,62.14,29,2024,537,3,1,2,128500
강변구,58.11,20,2000,452,3,1,1,78000
강변구,85.72,23,1994,389,3,1,3,132100
중앙구,59.02,9,1994,740,3,1,1,89800
호수구,82.51,26,2007,1295,3,1,1,90000
신도심구,83.86,25,2013,104,3,1,1,124800
강변구,84.0,23,1994,272,3,1,2,121200
구도심구,82.73,14,2009,368,3,1,2,85500
신도심구,84.37,27,2005,160,3,1,2,113000
중앙구,85.15,20,2022,929,3,1,1,188000
강변구,59.29,2,2012,846,3,1,3,87000
구도심구,83.35,26,2006,1085,3,1,1,70100
구도심구,83.82,1,2011,68,3,1,1,64300
강변구,58.99,20,1997,1000,3,1,2,83100
호수구,84.26,8,2008,1290,3,1,2,87500
호수구,102.33,27,2003,941,4,2,2,114100
구도심구,59.33,22,1998,614,3,1,1,44400
강변구,82.32,24,2005,552,3,1,2,158800
중앙구,113.33,21,2013,791,4,2,1,198900
호수구,101.2,17,2011,728,4,2,1,113800
강변구,75.35,26,2023,377,3,1,1,139700
구도심구,85.56,9,2001,76,3,1,2,75400
구도심구,136.13,16,2015,420,4,2,1,123600
중앙구,84.16,9,2010,1912,3,1,1,143000
구도심구,59.92,4,2020,89,3,1,1,54900
호수구,47.25,26,2022,720,2,1,1,65300
구도심구,101.52,15,2015,1626,4,2,1,82300
신도심구,72.71,2,2006,1103,3,1,2,82500
호수구,58.92,24,2010,1218,3,1,1,59000
신도심구,77.64,28,2013,1129,3,1,1,95800
구도심구,84.36,20,2018,162,3,1,2,77700
구도심구,82.96,10,2000,1440,3,1,1,63600
구도심구,101.49,25,2020,1574,4,2,2,90000
강변구,83.38,22,2018,212,3,1,2,144100
중앙구,132.85,9,1995,449,4,2,2,211300
강변구,103.52,10,2001,658,4,2,2,156800
신도심구,60.28,29,2000,454,3,1,1,73500
신도심구,84.41,28,2011,350,3,1,1,115900
신도심구,48.53,20,1999,357,2,1,1,55800
신도심구,133.63,2,2002,997,4,2,3,159600
구도심구,60.85,7,1999,1194,3,1,1,42500
호수구,84.37,11,1995,358,3,1,1,81000
강변구,97.3,16,2007,1189,4,2,2,147700
구도심구,61.91,26,2003,452,3,1,2,47800
구도심구,101.22,25,2009,225,4,2,3,113400
신도심구,49.41,8,1999,778,2,1,1,58800
강변구,75.3,4,2002,636,3,1,3,116700
구도심구,84.56,8,2021,798,3,1,2,84800
호수구,74.9,7,2018,789,3,1,2,101900
구도심구,83.49,27,2001,733,3,1,1,72300
호수구,112.52,1,1998,584,4,2,1,101500
호수구,74.34,25,2024,1171,3,1,1,84400
신도심구,85.72,20,2014,947,3,1,2,115400
구도심구,100.22,4,2008,464,4,2,1,73900
신도심구,100.13,20,2015,456,4,2,1,137500
호수구,50.47,17,2000,148,2,1,1,54300
중앙구,113.45,1,2006,171,4,2,3,219000
신도심구,48.51,7,2005,554,2,1,1,62400
호수구,83.55,11,2016,1074,3,1,1,89200
강변구,83.92,7,1998,312,3,1,2,127400
구도심구,99.11,17,2008,976,4,2,3,96200
신도심구,58.35,18,2019,715,3,1,2,73500
호수구,59.28,5,1999,328,3,1,2,61900
호수구,84.27,4,1996,653,3,1,1,88600
강변구,60.39,20,2019,635,3,1,1,101600
구도심구,86.21,14,2020,340,3,1,1,70100
강변구,85.81,8,2006,933,3,1,1,117100
구도심구,85.1,8,1994,1144,3,1,1,51900
구도심구,58.82,2,2010,496,3,1,2,47000
구도심구,73.25,25,2002,244,3,1,1,56200
중앙구,134.02,25,2011,1180,4,2,2,275100
강변구,74.7,17,1997,161,3,1,1,112400
구도심구,49.99,11,2018,759,2,1,3,51700
신도심구,59.75,7,2014,312,3,1,2,93000
신도심구,73.85,9,2013,227,3,1,1,97200
중앙구,134.94,27,2009,413,4,2,1,262000
강변구,75.51,3,2000,635,3,1,3,130100
호수구,50.06,24,2023,270,2,1,3,72500
중앙구,83.96,9,2001,195,3,1,1,153900
신도심구,58.0,8,2004,117,3,1,1,68700
호수구,57.97,24,2022,1627,3,1,3,69200
중앙구,133.18,28,1994,801,4,2,2,207300
구도심구,84.31,29,1997,330,3,1,2,78300
강변구,49.62,8,2017,829,2,1,1,71500
호수구,72.3,18,2004,630,3,1,2,83800
구도심구,58.4,9,2011,999,3,1,2,53700
호수구,59.29,6,2011,526,3,1,1,57300
강변구,82.92,12,2019,1119,3,1,2,152600
신도심구,84.52,2,2012,370,3,1,1,102600
구도심구,83.63,5,2006,710,3,1,1,61800
강변구,113.13,18,2010,1073,4,2,2,184900
강변구,59.06,20,2016,735,3,1,2,96500
중앙구,114.47,8,2005,1952,4,2,3,194400
호수구,82.98,17,1998,986,3,1,2,79500
구도심구,58.71,23,2008,819,3,1,1,47000
구도심구,101.56,26,2024,471,4,2,1,94500
구도심구,48.09,17,1996,721,2,1,2,40400
신도심구,82.01,7,1998,1333,3,1,1,90000
신도심구,82.16,21,2024,427,3,1,2,133500
신도심구,58.5,5,2019,303,3,1,1,81200
구도심구,99.42,5,1996,429,4,2,1,75000
강변구,58.58,11,1999,411,3,1,1,79100
호수구,103.0,10,2015,897,4,2,1,108400
구도심구,47.35,5,2018,1808,2,1,1,43800
강변구,58.66,2,2016,169,3,1,2,100300
신도심구,76.56,28,2020,643,3,1,1,106700
중앙구,101.49,20,2009,271,4,2,3,193100
호수구,58.56,21,2021,781,3,1,2,64900
호수구,100.81,2,2012,845,4,2,2,99600
호수구,59.52,24,2008,413,3,1,3,72200
강변구,86.03,11,2013,914,3,1,3,148100
강변구,73.36,22,2006,361,3,1,3,125900
강변구,58.09,15,2012,360,3,1,1,98100
중앙구,112.35,8,2019,318,4,2,1,216600
중앙구,74.12,8,2023,432,3,1,2,182500
중앙구,82.31,5,2011,599,3,1,2,158400
호수구,83.44,25,1993,552,3,1,2,83100
중앙구,82.91,13,2012,685,3,1,2,159400
중앙구,85.29,23,2001,882,3,1,1,149500
구도심구,113.39,25,2000,691,4,2,1,103400
신도심구,84.48,5,2021,1607,3,1,2,106400
구도심구,82.08,10,2007,630,3,1,2,66700
구도심구,84.16,4,2018,1021,3,1,2,72900
호수구,82.56,1,2004,148,3,1,2,80800
구도심구,73.49,29,2012,685,3,1,1,63500
신도심구,86.65,20,2014,547,3,1,1,111300
구도심구,75.12,14,2021,511,3,1,1,73500
신도심구,83.85,6,1999,1316,3,1,1,100700
강변구,137.84,18,2010,2001,4,2,2,199700
신도심구,112.9,16,2005,889,4,2,2,144800
강변구,102.4,7,2007,116,4,2,3,175500
구도심구,82.16,1,2020,396,3,1,2,79300
강변구,83.71,14,1997,174,3,1,1,130500
강변구,57.38,15,2010,672,3,1,2,96200
강변구,84.31,24,2005,813,3,1,1,125200
구도심구,59.07,12,2021,136,3,1,1,54500
강변구,48.63,3,1999,1469,2,1,1,64500
구도심구,135.31,26,2000,224,4,2,1,104700
호수구,100.32,12,1995,787,4,2,1,87100
중앙구,84.39,21,2007,1448,3,1,2,154900
구도심구,59.98,2,1993,682,3,1,2,45900
강변구,82.22,2,2009,343,3,1,1,124300
강변구,73.1,1,2000,327,3,1,2,100300
구도심구,101.06,23,2005,695,4,2,1,78800
호수구,134.76,7,2012,1023,4,2,2,164700
강변구,75.71,23,2014,768,3,1,2,128000
신도심구,58.74,28,1994,321,3,1,1,66400
강변구,58.62,20,1997,537,3,1,2,89100
신도심구,57.95,29,2003,286,3,1,1,71400
구도심구,74.4,27,2009,283,3,1,1,63400
구도심구,48.64,21,2021,270,2,1,1,46600
구도심구,58.67,24,1997,452,3,1,1,44000
중앙구,58.89,18,1995,580,3,1,1,89500
구도심구,59.66,7,2013,630,3,1,1,48100
구도심구,83.32,3,2024,740,3,1,1,84400
구도심구,58.07,12,2019,336,3,1,1,59100
중앙구,101.52,14,2011,589,4,2,2,193300
신도심구,55.37,11,1993,642,3,1,2,67300
신도심구,58.28,3,2011,1241,3,1,3,78800
중앙구,47.62,15,2007,140,2,1,2,93000
강변구,85.44,15,2007,181,3,1,3,134700
신도심구,58.47,28,2008,858,3,1,2,79800
구도심구,83.33,28,2010,920,3,1,2,84900
강변구,58.94,18,2016,861,3,1,2,101200
구도심구,133.29,25,1999,855,4,2,2,115800
신도심구,58.52,10,1995,154,3,1,2,69200
구도심구,74.12,29,1994,1810,3,1,3,58100
신도심구,100.49,28,2005,1151,4,2,1,120100
신도심구,58.48,4,2009,156,3,1,3,68700
구도심구,57.79,21,2018,486,3,1,1,52800
호수구,99.62,14,2006,466,4,2,1,108000
신도심구,59.07,8,2010,550,3,1,1,82700
신도심구,49.37,12,2024,423,2,1,2,77100
구도심구,72.29,27,2016,239,3,1,1,69600
구도심구,49.91,27,2015,650,2,1,1,44200
중앙구,114.92,10,2004,1294,4,2,1,213500
신도심구,85.17,14,1997,413,3,1,2,116000
신도심구,84.36,15,2022,736,3,1,1,117600
호수구,59.76,22,2010,561,3,1,2,62000
신도심구,86.62,14,1995,854,3,1,2,87900
신도심구,83.64,12,2008,526,3,1,2,118200
호수구,47.75,27,1995,367,2,1,2,48800
신도심구,99.16,11,2024,431,4,2,1,141000
강변구,86.11,8,2009,1261,3,1,3,138500
강변구,103.12,10,2018,613,4,2,3,172100
중앙구,57.89,10,2008,599,3,1,1,113000
중앙구,58.13,17,1993,1236,3,1,1,86300
신도심구,83.61,20,2013,1385,3,1,2,103100
구도심구,102.47,4,2013,67,4,2,3,97600
구도심구,72.46,26,2000,185,3,1,2,60500
중앙구,46.64,8,2015,1009,2,1,3,98700
신도심구,103.6,4,2000,633,4,2,3,140700
강변구,59.37,20,2015,1389,3,1,2,103900
호수구,74.55,7,2016,141,3,1,1,87800
강변구,83.75,22,1997,698,3,1,1,114100
구도심구,59.56,28,2002,884,3,1,1,45700
강변구,47.18,21,1998,472,2,1,1,58800
구도심구,47.99,23,2016,971,2,1,1,43500
신도심구,114.13,15,2000,1021,4,2,1,124600
구도심구,71.27,11,2013,566,3,1,2,72800
강변구,83.64,18,2006,539,3,1,1,126600
호수구,133.56,11,1995,1088,4,2,2,131900
신도심구,83.64,26,2021,689,3,1,3,128300
구도심구,83.34,14,2015,844,3,1,1,71900
구도심구,82.8,15,2001,687,3,1,1,69500
호수구,71.81,20,2021,663,3,1,1,89100
강변구,84.17,6,2015,538,3,1,3,151700
강변구,113.64,17,2019,882,4,2,2,198500
강변구,99.35,22,1998,313,4,2,1,151100
강변구,74.08,23,1993,148,3,1,2,110500
신도심구,73.65,7,1994,598,3,1,2,71400
호수구,100.45,2,2010,1402,4,2,1,91300
호수구,56.41,6,2018,690,3,1,2,72200
신도심구,101.82,24,2022,502,4,2,1,141100
구도심구,57.52,8,2023,456,3,1,1,49800
호수구,84.08,2,2012,433,3,1,3,93000
호수구,100.03,18,2013,60,4,2,1,121100
강변구,83.53,26,2002,1279,3,1,2,116900
신도심구,60.38,7,1993,400,3,1,2,75700
구도심구,101.64,2,1999,606,4,2,1,81500
강변구,75.36,5,1994,480,3,1,2,89300
신도심구,74.4,4,2014,350,3,1,1,97900
호수구,84.48,6,2009,1321,3,1,1,70800
호수구,71.86,6,2017,248,3,1,1,88100
호수구,83.62,19,1997,902,3,1,3,82200
구도심구,58.73,7,2022,170,3,1,3,60800
강변구,75.47,16,2016,541,3,1,1,137500
강변구,113.39,12,2021,1204,4,2,1,169300
신도심구,49.32,19,2013,420,2,1,3,66400
신도심구,84.27,20,2003,849,3,1,2,90000
신도심구,85.39,18,2013,405,3,1,1,129200
구도심구,100.84,26,2012,471,4,2,1,98700
신도심구,84.99,6,1998,983,3,1,1,91800
구도심구,98.95,16,1996,862,4,2,1,67800
강변구,57.06,12,2013,1412,3,1,2,95000
강변구,71.26,16,1996,418,3,1,2,124200
중앙구,114.94,5,1996,757,4,2,2,187100
강변구,101.81,10,1995,631,4,2,1,124400
호수구,85.08,28,2012,771,3,1,2,107500
신도심구,83.19,24,2022,1144,3,1,2,113100
강변구,83.32,13,2008,363,3,1,2,133800
구도심구,48.85,4,1997,736,2,1,1,29400
신도심구,115.73,19,2009,1312,4,2,1,140300
중앙구,103.03,9,2008,631,4,2,1,172400
강변구,84.95,10,2011,978,3,1,1,140800
강변구,59.4,3,2006,104,3,1,2,86600
구도심구,75.6,9,2010,651,3,1,2,71900
강변구,58.69,7,2003,437,3,1,1,85000
중앙구,83.53,1,2021,853,3,1,2,163600
중앙구,83.85,18,2010,739,3,1,2,172400
신도심구,57.83,29,2002,316,3,1,2,75700
중앙구,83.79,4,1993,188,3,1,2,132500
구도심구,132.66,2,2014,1850,4,2,3,100500
강변구,60.23,3,2005,780,3,1,2,92800
구도심구,84.65,16,2000,767,3,1,1,58100
신도심구,85.72,24,2008,356,3,1,2,133200
신도심구,57.04,9,2008,482,3,1,1,74200
중앙구,86.28,4,2018,1321,3,1,2,164000
구도심구,82.11,3,2010,640,3,1,3,77000
호수구,57.56,18,2015,1350,3,1,1,60000
중앙구,58.26,11,2013,782,3,1,1,110200
강변구,102.57,11,2020,1166,4,2,1,154100
호수구,74.27,7,1993,96,3,1,3,76800
신도심구,83.71,26,2005,340,3,1,1,107700
강변구,83.05,11,2015,632,3,1,2,143700
강변구,99.35,21,1997,512,4,2,1,153800
구도심구,85.36,22,2007,857,3,1,1,67900
구도심구,101.96,2,2005,188,4,2,1,78300
신도심구,85.62,8,2018,192,3,1,2,113000
호수구,74.48,26,2023,836,3,1,1,94300
신도심구,70.83,26,1996,1133,3,1,3,84900
강변구,72.51,13,1999,480,3,1,2,108200
신도심구,74.56,5,2017,1438,3,1,3,102100
신도심구,58.56,9,1998,1654,3,1,1,59000
강변구,73.33,28,2008,588,3,1,2,140400
중앙구,72.68,20,2023,467,3,1,1,158900
신도심구,50.14,3,2024,391,2,1,1,75000
구도심구,59.55,21,2023,338,3,1,2,58300
중앙구,84.6,5,1997,946,3,1,1,141500
신도심구,83.24,9,1997,305,3,1,3,105100
구도심구,101.21,14,1998,263,4,2,1,83700
구도심구,82.39,11,2017,326,3,1,1,83400
구도심구,100.84,21,1998,592,4,2,2,82200
구도심구,97.97,5,2006,622,4,2,1,76500
구도심구,57.12,26,2019,913,3,1,1,44800
중앙구,133.61,18,2008,554,4,2,3,268000
신도심구,51.85,9,2023,177,2,1,1,73900
구도심구,81.84,28,2008,452,3,1,2,69300
강변구,99.51,14,2005,603,4,2,1,165200
중앙구,74.26,13,2023,372,3,1,1,173200
강변구,86.12,1,2010,738,3,1,1,105500
신도심구,74.24,29,1998,60,3,1,2,94700
신도심구,49.84,25,2013,550,2,1,2,67400
강변구,48.59,6,2017,1280,2,1,1,77000
구도심구,58.39,28,2019,1113,3,1,1,50700
호수구,59.1,24,1993,655,3,1,3,57400
강변구,83.21,13,1996,618,3,1,1,121300
호수구,84.87,27,2013,809,3,1,2,105000
중앙구,82.07,17,2016,265,3,1,1,188800
호수구,85.07,20,2013,1055,3,1,1,91800
호수구,49.05,6,2005,1411,2,1,1,41900
중앙구,58.74,4,2017,548,3,1,1,123400
구도심구,99.03,16,2011,654,4,2,2,98200
호수구,112.82,10,2022,921,4,2,1,138800
호수구,75.44,29,2004,346,3,1,2,79800
호수구,58.75,3,2017,1440,3,1,1,57100
신도심구,101.33,23,1997,1824,4,2,1,110000
중앙구,99.94,18,2016,854,4,2,1,186200
구도심구,73.97,26,2016,1513,3,1,1,62600
구도심구,57.35,29,2001,237,3,1,1,57400
구도심구,49.12,26,1994,721,2,1,1,42000
신도심구,84.44,11,2024,109,3,1,1,135600
신도심구,114.38,21,1995,452,4,2,1,126000
강변구,82.92,5,2007,459,3,1,1,118400
구도심구,73.59,15,1993,378,3,1,1,58500
중앙구,84.64,8,2006,241,3,1,1,172600
구도심구,100.75,8,2019,848,4,2,1,89100
구도심구,83.66,17,2009,325,3,1,1,72700
신도심구,103.28,4,2000,849,4,2,1,117500
신도심구,72.86,17,2005,576,3,1,1,83500
강변구,75.3,12,1995,750,3,1,3,98800
호수구,82.61,7,2011,406,3,1,1,83600
구도심구,84.79,17,1993,572,3,1,1,65600
신도심구,134.85,22,2004,2027,4,2,2,158500
강변구,83.39,18,1994,733,3,1,1,119900
강변구,72.54,3,2000,1443,3,1,1,81400
신도심구,71.64,17,1995,1395,3,1,3,74300
호수구,83.26,19,2022,205,3,1,2,113600
구도심구,74.63,20,2017,1393,3,1,2,64600
강변구,82.71,13,2022,572,3,1,1,137400
호수구,74.12,3,2014,459,3,1,1,88300
신도심구,72.23,4,2008,272,3,1,1,89100
호수구,83.72,10,1998,206,3,1,2,83800
강변구,47.62,19,2023,833,2,1,1,81800
구도심구,83.91,22,2022,200,3,1,2,87600
호수구,83.4,20,2006,856,3,1,3,99400
강변구,82.57,10,2000,72,3,1,3,119200
구도심구,83.21,13,2005,291,3,1,1,70600
호수구,82.88,2,2005,513,3,1,2,89100
강변구,99.42,24,2022,620,4,2,2,210800
중앙구,75.3,11,1995,304,3,1,2,118500
구도심구,73.57,15,2013,224,3,1,3,76700
강변구,81.36,14,2017,473,3,1,2,143000
중앙구,83.25,9,2017,385,3,1,2,176100
신도심구,85.1,5,1999,423,3,1,1,93600
구도심구,83.09,28,2006,885,3,1,2,76100
강변구,102.8,4,2003,1255,4,2,2,151600
강변구,57.97,28,2006,453,3,1,2,110200
구도심구,84.6,4,1995,886,3,1,2,57100
신도심구,60.24,3,1995,394,3,1,1,58600
구도심구,74.54,27,1993,371,3,1,1,64600
신도심구,82.35,28,2023,471,3,1,3,135000
호수구,82.87,26,2006,1138,3,1,1,81600
구도심구,75.4,23,2000,161,3,1,2,65700
중앙구,100.03,15,2018,141,4,2,2,199800
호수구,102.17,4,2008,1617,4,2,1,100000
신도심구,83.48,18,2004,297,3,1,1,106700
중앙구,114.17,16,1996,519,4,2,2,215100
강변구,72.34,22,2005,420,3,1,2,123000
구도심구,100.27,2,2013,1419,4,2,1,81200
중앙구,57.95,3,2012,1130,3,1,3,114400
강변구,59.27,18,2005,222,3,1,2,106800
중앙구,74.11,25,2012,624,3,1,1,150600
신도심구,59.56,28,2017,740,3,1,1,80300
신도심구,83.41,17,2022,869,3,1,1,113900
신도심구,57.88,11,2009,97,3,1,1,73200
강변구,84.22,14,2000,141,3,1,1,128800
중앙구,57.76,15,1997,911,3,1,1,85900
구도심구,60.29,18,1998,195,3,1,3,53500
신도심구,133.86,7,1993,732,4,2,2,141000
구도심구,83.61,12,2010,232,3,1,2,71600
중앙구,114.55,16,1999,150,4,2,2,195000
중앙구,83.91,25,2000,288,3,1,2,156000
강변구,47.01,24,2016,560,2,1,3,90900
신도심구,82.73,22,2003,710,3,1,1,96900
신도심구,85.27,7,2019,769,3,1,2,105100
구도심구,49.1,12,1997,983,2,1,3,48600
신도심구,98.98,17,2003,302,4,2,3,148000
신도심구,84.42,29,1994,947,3,1,1,98500
신도심구,83.33,11,2010,599,3,1,3,132600
중앙구,82.95,27,1996,666,3,1,2,144500
신도심구,82.63,22,2000,2145,3,1,1,85700
강변구,60.2,19,2016,844,3,1,1,108400
신도심구,131.64,21,2021,488,4,2,1,213500
중앙구,72.99,23,2010,431,3,1,1,148300
구도심구,59.14,21,2023,564,3,1,1,62700
호수구,50.89,20,2017,169,2,1,1,56300
중앙구,84.66,11,2017,731,3,1,2,173400
구도심구,132.98,13,2024,559,4,2,3,162200
구도심구,115.84,18,1995,660,4,2,3,100900
강변구,82.37,25,2000,597,3,1,2,111100
구도심구,134.32,19,2006,186,4,2,3,123200
구도심구,84.59,29,2012,863,3,1,1,82800
호수구,72.94,20,2024,364,3,1,1,96300
호수구,84.84,12,1996,1058,3,1,1,78500
중앙구,48.38,17,2000,912,2,1,1,83100
신도심구,59.83,19,2002,1561,3,1,2,70200
신도심구,71.79,26,2014,563,3,1,1,95700
중앙구,59.4,8,2023,983,3,1,3,124000
강변구,113.51,8,2023,1672,4,2,1,192200
호수구,135.38,6,2016,339,4,2,1,159200
중앙구,73.95,2,2017,1141,3,1,1,135800
신도심구,85.5,20,2006,834,3,1,1,111300
구도심구,74.61,28,2012,257,3,1,3,82700
강변구,58.85,18,1998,515,3,1,2,89900
신도심구,74.95,2,2009,2356,3,1,1,79700
호수구,59.95,11,2002,1101,3,1,2,61300
신도심구,74.57,27,2022,782,3,1,1,101500
중앙구,56.25,2,2004,347,3,1,1,91700
중앙구,57.82,18,2005,75,3,1,1,112900
호수구,60.66,13,2005,197,3,1,1,68200
강변구,112.49,27,2021,579,4,2,2,227500
신도심구,60.06,15,2022,579,3,1,2,90100
중앙구,74.85,17,2006,1297,3,1,1,132300
신도심구,83.13,21,2024,284,3,1,2,132900
호수구,71.61,24,2017,265,3,1,2,100900
신도심구,83.32,15,2020,843,3,1,1,121900
호수구,51.49,21,2022,437,2,1,1,66200
강변구,82.96,24,2003,433,3,1,1,124400
신도심구,83.05,16,2010,1215,3,1,1,103100
호수구,82.8,21,2002,251,3,1,1,78100
신도심구,85.46,11,2002,1100,3,1,1,90400
강변구,73.71,11,2007,775,3,1,1,111800
호수구,73.25,1,1994,404,3,1,2,65700
신도심구,60.7,20,1999,566,3,1,1,73400
신도심구,84.7,8,2018,309,3,1,3,140500
호수구,47.9,24,1998,501,2,1,1,47700
강변구,72.53,28,2012,1615,3,1,1,104700
강변구,85.39,26,2017,337,3,1,2,152200
중앙구,59.02,8,2001,124,3,1,2,110100
신도심구,47.14,19,2007,578,2,1,3,64700
강변구,81.86,22,2021,1438,3,1,1,143400
구도심구,72.66,15,2019,674,3,1,1,69400
강변구,99.51,15,2022,478,4,2,2,189100
구도심구,111.54,13,2013,463,4,2,2,100600
강변구,112.68,9,2021,1121,4,2,2,207500
신도심구,72.9,17,2005,733,3,1,2,105000
강변구,58.44,29,2012,841,3,1,1,83800
구도심구,86.03,7,2014,635,3,1,2,82300
신도심구,83.68,2,2024,1002,3,1,2,113000
신도심구,83.8,2,2004,1615,3,1,2,91700
호수구,74.61,17,2020,1739,3,1,1,84400
신도심구,48.72,8,2009,571,2,1,3,57600
강변구,59.48,14,1996,724,3,1,2,88900
호수구,59.34,28,2013,1571,3,1,1,66900
강변구,59.15,3,2024,634,3,1,1,110100
중앙구,117.32,6,2007,1111,4,2,2,197700
신도심구,50.09,7,2010,292,2,1,3,72100
중앙구,82.7,14,2022,328,3,1,1,173400
강변구,114.44,21,2022,1857,4,2,3,170900
구도심구,73.05,6,2005,947,3,1,1,55400
중앙구,84.54,4,2017,520,3,1,1,154600
구도심구,82.35,3,2013,387,3,1,2,78100
호수구,72.67,24,2013,464,3,1,1,74200
구도심구,84.41,1,2016,204,3,1,1,67600
구도심구,102.2,19,2003,895,4,2,2,83100
구도심구,84.6,17,2002,836,3,1,1,71600
호수구,102.02,3,1993,823,4,2,1,106300
강변구,134.45,17,2020,1352,4,2,1,223600
강변구,74.21,9,2001,609,3,1,1,97700
신도심구,83.4,15,2014,776,3,1,1,108000
신도심구,84.98,4,2014,130,3,1,1,120700
강변구,85.23,20,2015,953,3,1,3,135800
구도심구,83.92,24,2020,850,3,1,2,89700
중앙구,83.86,1,2020,228,3,1,2,172300
호수구,102.91,16,1993,521,4,2,1,95400
강변구,73.98,19,2019,1234,3,1,1,106500
중앙구,84.09,1,1999,760,3,1,3,148200
중앙구,59.58,21,2013,364,3,1,2,118700
강변구,83.88,16,2014,851,3,1,2,142900
강변구,83.02,9,1994,1747,3,1,1,97800
중앙구,101.45,15,2002,173,4,2,2,171500
강변구,73.95,20,2022,931,3,1,2,130700
강변구,86.21,19,1997,739,3,1,1,108600
신도심구,74.95,23,2000,209,3,1,2,92200
신도심구,58.29,2,1995,763,3,1,1,60500
강변구,59.87,23,1998,391,3,1,1,90000
강변구,114.37,2,2013,482,4,2,1,168600
중앙구,75.57,19,2019,854,3,1,2,151100
중앙구,133.37,11,2012,832,4,2,2,251500
강변구,59.23,2,2002,820,3,1,1,72800
구도심구,83.88,20,2020,2349,3,1,3,64400
호수구,84.07,17,2004,538,3,1,1,88800
호수구,82.94,20,2003,250,3,1,3,84700
신도심구,84.69,11,2009,938,3,1,2,112200
신도심구,84.5,9,1997,736,3,1,3,93200
강변구,115.54,19,2004,407,4,2,2,168200
구도심구,83.99,7,2018,385,3,1,1,82800
구도심구,48.51,24,2012,1409,2,1,1,40900
구도심구,59.95,20,2024,88,3,1,2,56000
호수구,83.05,29,2017,725,3,1,2,97500
신도심구,85.3,1,2004,374,3,1,2,103800
구도심구,85.3,17,2017,795,3,1,2,79300
구도심구,85.51,17,2020,329,3,1,1,82800
강변구,74.45,25,2013,808,3,1,1,121500
호수구,100.42,13,2017,1187,4,2,1,112300
중앙구,84.13,28,2009,415,3,1,2,158000
호수구,84.46,7,2022,463,3,1,2,107100
구도심구,83.33,25,2000,788,3,1,2,67400
